SlogP_VSA2,SlogP_VSA4,SlogP_VSA1,SlogP_VSA3,SlogP_VSA5
40.63001352323935,0.0,4.899909730850478,13.592428388589765,5.824404497999927
57.16795252166959,0.0,19.09573050290266,26.033187144477235,18.90801031431363
24.523768965992435,0.0,0.0,22.496978166710456,22.04589100624325
52.30883835665339,0.0,10.216698334856808,11.21535880699783,16.051916670617278
34.18144143720977,18.254850067221383,10.633577208012662,23.6780212590718,48.08050775623461
35.241757154412596,17.75877468387268,0.0,0.0,18.405094737549014
52.7099172908532,0.0,24.412519106908995,26.157121927463802,37.667559606327046
41.663385709429335,6.923737199690624,15.37044016181271,17.63618042992384,27.178819654011267
21.3293926238326,0.0,19.63937925330069,0.0,0.0
15.074484436735123,0.0,0.0,0.0,0.0
49.91532332225293,17.75877468387268,4.736862953800049,9.837253136417502,18.405094737549014
25.149299179443698,30.995808107957902,10.633577208012662,0.0,35.74129000823243
12.45193613526408,0.0,5.316788604006331,4.794537184071822,25.683286491704038
33.072656514755764,0.0,0.0,0.0,48.14948306508242
30.147302286274627,12.841643245852017,10.038883468458419,10.023291153407584,48.52846385886047
10.090505915787915,0.0,5.733667477162185,0.0,0.0
56.5478487603939,23.166924959853546,14.953561288656857,9.589074368143644,25.683286491704038
52.90083357250222,0.0,14.210588861400147,10.275788206183394,29.265998990082444
46.40367397479278,0.0,15.196039579702534,0.0,6.4208216229260096
65.85492356936497,11.33111286753076,20.929707056864718,22.620912949697022,17.678201109471466
40.49447889795038,0.0,5.316788604006331,17.578506199652068,50.65766387447928
48.31499981615607,0.0,15.53348693886314,4.736862953800049,21.043249781866546
34.65029825269173,6.923737199690624,20.72273620085558,6.544756405912575,30.01038705839397
54.8034908309542,5.917906046161393,9.636772684650527,0.0,36.04127516747286
13.592428388589765,6.923737199690624,10.05365155780638,0.0,23.651690994068304
41.970093604799494,0.0,4.899909730850478,11.21535880699783,18.405094737549014
36.15707706947354,0.0,9.636772684650527,0.0,0.0
23.057469853719567,0.0,10.633577208012662,0.0,38.524929737556064
39.06110716824964,23.671624184645573,5.316788604006331,0.0,52.8200854661677
28.56293381309958,0.0,5.316788604006331,0.0,22.373163436572167
54.922947318003715,0.0,4.899909730850478,19.32113854343511,31.3772144865525
68.26495514496902,0.0,0.0,23.93641373035388,23.111176098016994
11.566489892729878,34.501605123439134,0.0,9.589074368143644,72.13778458247995
68.97414142202993,0.0,10.05365155780638,9.837253136417502,23.19963192162084
10.891158250298714,11.33111286753076,10.05365155780638,6.544756405912575,21.48489165916281
24.986502215653093,0.0,15.950365812018994,6.544756405912575,15.235135869470117
58.56884375621525,6.923737199690624,15.775965229908817,0.0,16.051916670617278
33.44974072871471,11.835812092322787,11.24901029325548,26.681941200414915,31.246737983401033
53.592688309241815,11.33111286753076,14.790514511606428,12.965578028838586,29.662474224094474
91.8891171691841,11.33111286753076,10.05365155780638,9.589074368143644,65.92772744288027
18.10563382170884,0.0,15.590514605467195,0.0,0.0
34.419506045357686,0.0,5.733667477162185,10.209527653468601,45.373149908233955
10.819598306704478,11.455047650517326,16.784123558330702,0.0,4.877147193701299
31.35044966161658,6.923737199690624,4.736862953800049,20.808088837932797,24.974377382775238
17.682714647305474,17.148333708576654,4.736862953800049,10.970835701515297,11.126902983393991
51.05309046352535,6.923737199690624,16.029797326014243,4.736862953800049,37.41905531570046
9.967957041894417,0.0,5.316788604006331,0.0,18.52902952053558
16.059811203739763,0.0,11.162457869062726,0.0,35.68682061300845
54.71407398050544,0.0,10.189751201062641,15.894547530526108,23.651690994068304
16.660875710016096,6.923737199690624,4.736862953800049,6.544756405912575,11.387855989696924
21.966990933091267,11.63444168209179,14.790514511606428,13.213763929025836,31.842880334931625
22.10165203288772,0.0,5.733667477162185,11.21535880699783,5.563451491696996
28.00883176223923,5.817220841045895,5.316788604006331,11.21535880699783,46.79573907725369
48.26018912434448,0.0,5.316788604006331,6.176298517443475,33.46411904922818
30.147302286274627,19.26246486877803,10.038883468458419,10.023291153407584,81.03544428192876
10.197363616602075,0.0,10.633577208012662,0.0,0.0
41.12055120389616,0.0,10.633577208012662,4.736862953800049,10.357988675768818
30.147302286274627,6.923737199690624,10.038883468458419,17.070963136084774,42.61055781269908
28.99473750624621,5.817220841045895,10.470530430962235,6.544756405912575,41.604726659169856
15.720810648641205,11.33111286753076,5.559266895052008,6.4208216229260096,11.126902983393991
41.71397801912906,5.917906046161393,0.0,15.13245094885556,23.96854622924601
20.077830320427232,6.923737199690624,5.316788604006331,14.631790320489323,11.984273114623004
44.42146863618934,12.740958040736519,5.316788604006331,0.0,36.07170840229795
17.07775458317195,0.0,4.736862953800049,0.0,0.0
12.390126910877857,0.0,4.736862953800049,0.0,10.357988675768818
50.085722299606246,11.63444168209179,21.104107638974895,0.0,10.357988675768818
31.367950682066724,11.332896515558172,10.470530430962235,16.820544612095972,57.58140107416989
48.218815496273066,5.817220841045895,14.790514511606428,0.0,19.26246486877803
12.390126910877857,0.0,9.473725907600098,6.606881964512918,22.34226179039182
10.197363616602075,0.0,0.0,0.0,0.0
54.840876526731456,0.0,5.316788604006331,23.93641373035388,39.88998639671182
48.547982034156796,0.0,15.506539805068973,17.702440982638635,22.79432086283929
33.44974072871471,18.261690260637295,11.24901029325548,26.681941200414915,18.405094737549014
10.891158250298714,0.0,10.05365155780638,0.0,28.887018196304396
55.73880426526146,23.16870860788096,10.633577208012662,11.281619359712625,54.44636990502188
32.60534910877842,0.0,19.929488249214373,10.023291153407584,0.0
71.98261315241226,19.76538044554264,0.0,25.975512914205463,48.924939092872506
30.133277700390906,11.63444168209179,10.633577208012662,0.0,43.24345981370039
42.82758778850832,11.33111286753076,10.633577208012662,11.339293589984397,31.749653560165648
60.376421632274784,5.817220841045895,15.065563076551069,0.0,23.3235667046074
58.92783254706925,17.75371813848418,10.216698334856808,10.15185342319683,67.92140523078999
25.453560921818916,6.923737199690624,9.464580958356933,21.807826089884824,15.921440167465814
17.322852330958945,0.0,10.16565334570059,0.0,0.0
13.592428388589765,0.0,5.316788604006331,5.41499046939678,53.85499850465341
19.704585617704574,0.0,0.0,0.0,0.0
54.90502593502941,11.63444168209179,9.636772684650527,9.53140013787187,11.984273114623004
33.4497407287147,18.261690260637295,11.24901029325548,20.13718479450234,31.3706727663876
59.06582388524361,0.0,4.736862953800049,22.554652396982227,18.050640183084614
37.243075241668436,5.817220841045895,15.37044016181271,0.0,18.789982526838514
26.95096945403848,25.582601286588535,5.733667477162185,4.794537184071822,65.46178682110565
27.045711625066364,6.923737199690624,4.736862953800049,12.841643245852019,17.081783984545382
30.812928936421468,6.923737199690624,4.736862953800049,11.157684576726059,23.43844852834591
47.8758344891792,0.0,5.733667477162185,19.386399651764595,27.048343150859804
47.26299767544123,17.75371813848418,0.0,15.95222176079788,36.56168518447144
74.8900303798781,0.0,29.907122577313714,0.0,6.923737199690624
84.65112345363352,0.0,16.367244685174846,10.15185342319683,52.83086028381099
67.20478172063984,0.0,29.907122577313714,17.884049995896973,37.81602062862726
14.887052902329497,5.917906046161393,11.24901029325548,26.18954852895925,36.77526177616716
17.30716115787961,0.0,16.20419790812442,6.4208216229260096,11.126902983393991
72.21165118176089,0.0,11.050456081168516,10.023291153407584,17.412202378610907
40.47013135102959,6.923737199690624,15.98587324705553,10.023291153407584,24.446935566696975
18.863323373196195,5.917906046161393,9.74577547775458,0.0,5.563451491696996
43.26384674035908,10.114318268765572,10.633577208012662,12.297610012659364,11.520494837748885
24.854969180181346,5.917906046161393,11.118533790104014,0.0,31.873588343152214
9.967957041894417,0.0,0.0,0.0,12.249849242859117
48.393395524838084,11.33111286753076,10.05365155780638,6.544756405912575,23.96854622924601
56.127563128754204,11.63444168209179,20.687228765819043,0.0,10.357988675768818
11.075832682792555,0.0,4.736862953800049,0.0,10.357988675768818
12.093776062224741,6.923737199690624,10.05365155780638,6.544756405912575,11.126902983393991
19.935914083788834,0.0,11.050456081168516,0.0,0.0
11.528734926859784,0.0,10.633577208012664,6.4208216229260096,5.563451491696996
39.62040447902805,13.847474399381248,19.09573050290266,19.612365521551226,23.96854622924601
10.889772341205646,11.63444168209179,0.0,0.0,22.025406555214115
18.615160600931013,11.735126887207288,5.733667477162185,15.590106743164291,37.76431226517812
23.405219944163136,12.841643245852017,15.37044016181271,0.0,40.126903242615874
25.11075333285378,0.0,19.527377465406477,6.544756405912575,15.921440167465814
19.582036743811077,0.0,11.423410875365658,5.538925252383345,24.825916360475023
19.935914083788834,0.0,0.0,6.4208216229260096,35.97180977971026
67.13287809232479,0.0,25.007212846463236,16.133830774056218,18.53557124070048
54.8034908309542,5.917906046161393,9.636772684650527,11.21535880699783,31.246737983401033
25.11075333285378,5.817220841045895,20.524181988768614,0.0,10.357988675768818
48.43078122061534,5.917906046161393,0.0,4.794537184071822,55.569738767111446
26.818669860936964,5.409283605791522,22.100912162337032,6.544756405912575,16.182393173768745
42.31307461189336,23.166924959853546,15.950365812018994,4.736862953800049,31.507690989703967
48.05180042683729,11.63444168209179,5.316788604006331,6.544756405912575,48.794462589721036
39.48755335640163,0.0,15.950365812018994,11.339293589984397,18.405094737549014
48.862136853785714,0.0,5.316788604006331,0.0,5.563451491696996
26.95096945403848,12.841643245852017,5.733667477162185,4.794537184071822,59.767858826257196
34.57590658291217,11.63444168209179,4.736862953800049,19.069544416586886,32.15906758876879
13.592428388589765,0.0,10.05365155780638,6.176298517443475,23.651690994068304
62.57356379891452,6.923737199690624,9.458957818252138,10.023291153407584,31.246737983401033
0.0,0.0,10.16565334570059,6.606881964512918,5.563451491696996
29.806984862571625,0.0,0.0,11.175854473385288,0.0
29.92000775543232,15.321571293542863,14.367180326556753,0.0,0.0
49.721703298936596,0.0,10.05365155780638,16.080607872113017,33.25840029045949
26.95096945403848,12.841643245852017,5.733667477162185,4.794537184071822,53.347037203331176
37.807614176049235,0.0,11.050456081168516,24.05700205284985,15.578698885402527
56.4629963701564,0.0,14.790514511606428,4.794537184071822,19.765380445542643
12.093776062224741,0.0,10.16565334570059,0.0,0.0
81.85857628576163,30.595361384336194,10.05365155780638,23.79966322954379,85.10357791683779
28.465762207767494,17.249018913692154,11.24901029325548,27.18485677717953,23.96854622924601
14.84781935855931,0.0,11.006532002209806,7.04767198267719,10.357988675768818
20.44223641903728,6.923737199690624,10.05365155780638,13.654553947190108,21.615368162314276
11.814359458703011,0.0,16.367244685174846,4.794537184071822,17.28172587545944
31.409804135691694,0.0,10.32870012275102,4.736862953800049,0.0
20.827338043481912,0.0,0.0,18.349973747116273,16.82083097824245
48.57697556931241,0.0,4.899909730850478,16.13828210238479,5.693927994848461
19.76413295841997,0.0,5.559266895052007,0.0,0.0
34.83130252836635,5.817220841045895,15.506539805068973,19.386399651764595,28.357772354536284
33.90109809585011,23.16870860788096,10.876055499058339,4.794537184071822,50.987592189630035
41.349957778603816,5.817220841045895,20.524181988768614,0.0,23.330108424772302
15.410748712256943,0.0,0.0,0.0,0.0
15.814469299116386,10.114318268765572,10.470530430962235,0.0,10.357988675768818
17.044821636530283,0.0,16.784123558330702,0.0,9.671684377773122
13.401775505276145,0.0,10.455762341614273,10.023291153407584,0.0
50.77026710151981,11.63444168209179,10.876055499058339,10.489716560546839,22.9756538703079
46.98501413852475,0.0,24.264240419206526,11.339293589984397,0.0
15.642932330583909,5.817220841045895,5.428790391900541,6.4208216229260096,35.30783981923041
53.7923735189374,12.841643245852017,11.24901029325548,20.13718479450234,41.3278363897773
53.41619858653434,34.49803782738431,10.216698334856808,9.589074368143644,43.40207693125736
5.959554568743835,19.25675800517277,11.050456081168516,0.0,11.126902983393991
27.21639939965751,5.917906046161393,16.565798897261814,0.0,42.462096790398874
37.29642654263988,0.0,4.736862953800049,4.736862953800049,0.0
53.41619858653434,34.49803782738431,10.216698334856808,15.004064837540422,57.24955133063861
32.900956130343886,0.0,4.899909730850478,6.176298517443475,25.086869366777957
30.316498498424252,6.923737199690624,4.722094864452088,21.36258474339198,5.693927994848461
49.0012940504084,0.0,5.316788604006331,14.817828337479405,26.186202068468653
67.9467528950891,0.0,10.05365155780638,16.076156543784446,12.617665194539086
20.8110964846516,5.917906046161393,15.98587324705553,20.13718479450234,19.410925891078243
38.4490998120783,5.817220841045895,14.790514511606428,6.544756405912575,0.0
48.69952444320592,0.0,10.05365155780638,0.0,30.12336912131146
29.27691227652207,26.718908943269234,10.038883468458419,14.817828337479405,23.319216886240312
20.626910851531118,13.847474399381248,0.0,17.51559210742787,16.82083097824245
22.130905954757324,0.0,5.316788604006331,0.0,10.357988675768818
24.607837756089165,18.254850067221383,20.524181988768614,4.794537184071822,42.019186412330626
19.352630169103417,6.923737199690624,5.733667477162185,0.0,5.693927994848461
17.17979907054086,11.332896515558172,0.0,9.53140013787187,51.7010943472952
45.393294240781344,0.0,10.633577208012662,4.794537184071822,37.79149438931361
101.84554096217789,13.847474399381248,0.0,21.424886460466432,61.09826255987758
61.521732877412276,11.232211310442676,15.950365812018994,16.009895991069655,46.1000435363115
9.967957041894417,0.0,5.733667477162185,5.538925252383345,24.825916360475023
43.14922983793958,5.917906046161393,15.598150363510427,26.157121927463802,13.847474399381248
63.6712501137929,11.33111286753076,0.0,4.794537184071822,36.69265176653768
28.708533997400643,17.148333708576654,10.05365155780638,4.794537184071822,19.410925891078243
25.541448947089233,29.08661465404235,10.633577208012662,6.4208216229260096,67.28801315087391
25.564724418139058,0.0,5.316788604006331,9.837253136417502,35.30783981923041
10.891158250298714,5.817220841045895,10.05365155780638,0.0,10.357988675768818
30.317423894953144,12.841643245852017,0.0,0.0,42.10764223593446
65.91609711979262,13.847474399381248,10.05365155780638,14.57411609021755,37.94649713177872
22.24981429509683,6.923737199690624,4.736862953800049,6.544756405912575,22.472738293543287
28.286546122453768,0.0,15.506539805068973,12.965578028838586,41.323350383374866
19.935914083788834,5.817220841045895,11.050456081168516,0.0,0.0
70.38800266465728,0.0,5.316788604006331,0.0,43.709400435475004
23.837738356368988,0.0,16.36724468517485,0.0,13.847474399381248
16.157919050663935,6.923737199690624,4.722094864452088,14.709587387393832,12.487188691387619
14.951935562841626,0.0,11.46733495432437,6.176298517443475,5.563451491696996
35.97884508535126,6.923737199690624,0.0,6.544756405912575,28.29564679593594
62.57356379891452,5.817220841045895,9.458957818252138,10.023291153407584,25.683286491704038
61.48466297743141,0.0,4.736862953800049,27.11543835013877,17.54772460632
25.191233455703166,0.0,10.05365155780638,6.544756405912575,5.563451491696996
43.02651706802845,0.0,0.0,0.0,23.58956543546796
27.21639939965751,0.0,16.565798897261814,6.4208216229260096,15.921440167465814
19.74844178534064,0.0,16.547324182004555,6.544756405912575,5.693927994848461
33.44571252725367,0.0,15.950365812018994,4.794537184071822,37.79149438931361
49.22527387114606,5.917906046161393,11.24901029325548,20.013250011515773,41.06688338347436
34.28484494556123,28.98414580089944,5.316788604006331,22.55465239698223,43.86440317794011
36.893460654428175,5.917906046161393,20.73712410111837,26.343159944453884,13.847474399381248
41.60126015082899,11.835812092322787,10.216698334856808,4.794537184071822,61.7245616591769
20.88846241821925,5.409283605791522,5.316788604006331,12.965578028838586,17.678201109471466
20.62413380791181,6.923737199690624,0.0,0.0,5.563451491696996
20.626910851531118,13.847474399381248,0.0,11.339293589984397,11.387855989696922
85.28899937022209,6.923737199690624,20.433396669713616,4.736862953800049,28.76308341331783
107.19277490043241,17.75371813848418,21.267154416025324,33.504086058230975,93.41191175831642
60.88415620085121,5.917906046161393,15.950365812018994,9.589074368143644,55.8066556130155
20.85911529219313,13.847474399381248,10.05365155780638,6.606881964512918,27.309296157162734
18.20478974201087,0.0,5.316788604006331,5.752853606746789,15.921440167465814
65.74524139095264,5.917906046161393,4.736862953800049,11.21535880699783,31.246737983401033
49.22527387114606,5.917906046161393,11.24901029325548,20.013250011515773,41.06688338347436
25.149299179443698,19.664695240427143,10.633577208012662,0.0,30.04736201338397
24.534178948588206,5.917906046161393,4.736862953800049,19.448525210364938,48.794462589721036
35.8456228305266,0.0,16.367244685174846,6.544756405912575,63.444072872797065
34.32838695160173,0.0,15.506539805068973,19.386399651764595,35.28150955422691
24.802922171178775,0.0,5.316788604006331,5.41499046939678,24.825916360475023
54.90300208533179,28.98414580089944,10.05365155780638,16.133830774056218,42.852030304245986
42.05416239489623,11.63444168209179,15.533486938863138,0.0,36.041275167472854
36.69013350529202,0.0,10.05365155780638,6.4208216229260096,35.68682061300846
24.854969180181342,5.917906046161393,11.118533790104014,0.0,24.446935566696975
65.24232581418804,18.658864086897914,4.736862953800049,11.21535880699783,43.73392667478865
5.783244946364939,0.0,0.0,6.4208216229260096,22.34226179039182
31.702743534323673,0.0,0.0,24.180936835836416,52.08230029955814
65.74524139095264,5.917906046161393,4.736862953800049,11.21535880699783,31.246737983401033
12.586597235060536,17.75371813848418,5.316788604006331,0.0,89.89150272096417
55.53523070154082,6.923737199690624,19.853471019507335,11.343744918312968,11.126902983393991
20.85911529219313,0.0,10.876055499058339,0.0,10.357988675768818
21.69967730750048,5.817220841045895,5.316788604006331,11.175854473385288,35.30783981923041
40.47013135102959,6.923737199690624,15.98587324705553,16.199589670851058,30.01038705839397
43.86030142598398,11.735126887207288,9.473725907600098,6.4208216229260096,30.072512616994313
24.177457720520664,0.0,15.37044016181271,6.544756405912575,31.246737983401033
53.078542900019606,13.847474399381248,4.899909730850478,0.0,11.257379486545457
67.41474944615763,0.0,9.636772684650527,21.18099805473047,26.334663090768867
43.717248165565884,0.0,4.736862953800049,9.53140013787187,0.0
15.494104806422822,6.923737199690624,5.316788604006331,0.0,15.36561237262158
45.57009192367072,29.589530230806965,0.0,14.325937321943691,66.21987853631856
38.61633339420674,6.923737199690624,15.98587324705553,12.72105492335605,45.931827225859784
17.322852330958945,0.0,10.16565334570059,0.0,0.0
41.24844813814169,5.917906046161393,0.0,16.00989599106965,49.272851927172
